iter	MAE
356	379.8421567
357	379.5969353
358	378.7666509
359	378.2045493
360	377.7279459
361	376.9294827
362	375.4682588
363	375.0876427
364	374.2067118
365	373.3177841
366	372.8251739
367	372.2642596
368	371.619271
369	371.2952987
370	369.1073927
371	368.4544033
372	367.8918643
373	367.509946
374	367.2676384
375	366.7046846
376	366.0980486
377	365.6330458
378	365.1031248
379	364.2984651
380	363.6662001
381	362.5603153
382	362.0562344
383	361.7081782
384	361.0549175
385	360.6279437
386	360.2192621
387	359.2359023
388	358.399049
389	357.5196087
390	356.9519594
391	356.1013144
392	353.502091
393	352.5174338
394	351.7168662
395	351.1660464
396	350.357808
397	349.5636784
398	349.1710242
399	348.6609627
400	347.7957573
401	347.0241722
402	346.0880843
403	345.8666012
404	345.4998217
405	344.7394074
406	344.4378689
407	343.6603964
408	343.380414
409	342.5767474
410	342.3693916
411	341.4444853
412	341.0726804
413	340.8441473
414	340.148107
415	339.6492397
416	339.4009911
417	338.762311
418	338.4283802
419	338.2486254
420	337.802864
421	337.3179225
422	336.79341
423	336.6258979
424	335.9390388
425	335.1104075
426	333.9079141
427	331.6436425
428	331.3145078
429	330.8806495
430	330.2284077
431	329.9657808
432	329.3702588
433	328.8754147
434	326.929703
435	326.371332
436	325.8448028
437	325.3508051
438	325.0691283
439	324.6717596
440	324.2464046
441	323.5271735
442	323.2078119
443	322.3251838
444	321.830057
445	321.5914303
446	320.7975434
447	320.0532504
448	319.204119
449	318.2206723
450	317.3861836
451	316.8837513
452	316.2856963
453	315.7120843
454	315.0719084
455	314.180573
456	312.6269045
457	312.1097123
458	311.6673451
459	311.4974135
460	311.076834
461	310.7666119
462	310.0736191
463	309.8798991
464	309.1537233
465	308.3730097
466	307.8841809
467	307.6961445
468	306.7852891
469	305.9605947
470	305.7610011
471	304.8920382
472	304.3266438
473	302.9845919
474	302.7452594
475	302.1592384
476	301.596803
477	300.9258796
478	300.1834512
479	298.8123977
480	298.5871754
481	298.4423757
482	297.7872131
483	297.5407796
484	296.4148054
485	296.1718739
486	295.7367445
487	295.0336447
488	294.5836264
489	293.9668494
490	293.6310247
491	293.1400477
492	292.8796052
493	292.7760782
494	292.1103067
495	291.803655
496	291.3402464
497	290.7841659
498	289.8219559
499	289.2677129
500	288.9819239
501	288.7106769
502	288.2701213
503	287.9281587
504	287.6129533
505	286.8950867
506	286.2689198
507	286.0693968
508	285.1463392
509	284.7092945
510	284.161285
511	283.6742729
512	283.413438
513	283.2939576
514	283.0021768
515	282.5614311
516	282.3038783
517	282.0015207
518	281.3386434
519	281.1741062
520	280.868893
521	280.0714026
522	279.7926068
523	279.2712139
524	278.9771968
525	278.857665
526	278.3632137
527	277.7259717
528	277.3761617
529	277.0157487
530	276.836815
531	276.5062917
532	276.2667186
533	275.8831014
534	275.4958615
535	275.4184229
536	274.816089
537	274.350617
538	274.2081108
539	273.6469018
540	273.5531038
541	273.1292312
542	272.8486056
543	272.7011846
544	272.3219607
545	271.9782702
546	271.6090881
547	271.2265696
548	271.0419674
549	270.4439776
550	270.07375
551	269.647465
552	269.4154821
553	268.9980727
554	268.6574251
555	268.2288066
556	268.1441536
557	268.0439441
558	267.7998421
559	267.5882548
560	267.4898754
561	267.0099657
562	266.7080428
563	266.3731092
564	266.2417251
565	265.9522132
566	265.8236662
567	265.5723275
568	265.1006227
569	264.8347361
570	264.2976976
571	264.1001876
572	263.869576
573	263.6316535
574	263.6041622
575	263.33255
576	263.2049399
577	262.9716719
578	262.7077908
579	262.4337275
580	262.0142434
581	261.6102468
582	261.4035449
583	261.0416499
584	261.0046109
585	260.8986763
586	260.6147108
587	260.3930679
588	259.9867273
589	259.7318843
590	259.6132176
591	259.2837586
592	258.9318077
593	258.6258621
594	258.3412026
595	258.1698206
596	257.9256229
597	257.6249406
598	257.4621345
599	257.1419607
600	256.3246787
601	255.9434885
602	255.6927391
603	255.2103343
604	254.8990467
605	254.7886383
606	254.6939296
607	254.342807
608	254.1150178
609	253.7356954
610	253.191951
611	252.7925309
612	252.5019375
613	252.3540835
614	252.3218358
615	251.4710164
616	251.044829
617	250.6717068
618	250.5167358
619	249.9111474
620	249.5274023
621	249.2727216
622	248.718418
623	248.4823342
624	248.1335121
625	248.000748
626	247.6745488
627	247.5190167
628	247.2320519
629	246.7432389
630	246.3429568
631	246.1276131
632	245.9268923
633	245.572023
634	245.0454872
635	244.7670571
636	244.5219948
637	244.168219
638	243.8417083
639	243.6264151
640	243.3543261
641	243.1981626
642	243.0236259
643	242.5607126
644	242.0604098
645	241.8652561
646	241.4972986
647	241.2232743
648	241.0408481
649	240.457783
650	239.2521831
651	238.5723294
652	237.6309813
653	237.0903943
654	236.4453154
655	236.3162118
656	235.5033594
657	235.4507345
658	235.2626889
659	234.1411463
660	233.8173822
661	232.5733332
662	232.3740935
663	231.3082934
664	230.883341
665	230.6654646
666	230.2952651
667	230.1077374
668	229.9640965
669	229.8273961
670	229.7936606
671	229.4597454
672	229.1500575
673	228.876445
674	228.5180846
675	228.3291305
676	228.0572225
677	227.3516647
678	227.1332682
679	227.1148378
680	227.0468085
681	226.983144
682	226.6324725
683	226.345467
684	226.1624565
685	225.5635629
686	225.303934
687	224.9558197
688	224.6487453
689	224.5442094
690	224.4318041
691	224.1819911
692	223.9748622
693	223.7517411
694	223.3804262
695	223.3197727
696	223.2388851
697	222.7806943
698	222.6248425
699	222.4312987
700	221.9447445
701	221.8952482
702	221.7162838
703	221.6155538
704	221.5248696
705	221.3249444
706	220.7565834
707	220.4856765
708	220.2086649
709	220.0067385
710	219.8395248
711	219.6316859
712	219.2756447
713	219.2263551
714	219.076722
715	218.8645544
716	218.5436389
717	218.382964
718	218.0937076
719	218.0464699
720	217.8689959
721	217.6513544
722	217.5936055
723	217.5414264
724	217.484011
725	217.285896
726	217.0882855
727	216.9582789
728	216.6631129
729	216.5246397
730	216.0747816
731	216.0397907
732	215.9189821
733	215.576398
734	215.3732675
735	215.2760651
736	215.0776396
737	214.6902511
738	214.4102711
739	214.2042508
740	213.7516356
741	213.6506872
742	213.4696671
743	213.2634834
744	213.011182
745	212.8029094
746	212.7809665
747	212.4637594
748	212.4195451
749	212.1693141
750	211.8869424
751	211.8702349
752	211.7888465
753	211.6314842
754	211.3727236
755	211.2114432
756	211.1736884
757	210.480015
758	210.2918638
759	210.1034878
760	210.0624175
761	210.0075676
762	209.8117165
763	209.5730233
764	209.4807335
765	209.2977044
766	209.1605092
767	208.9355028
768	208.8529016
769	208.7460601
770	208.7004923
771	208.6163682
772	208.5643964
773	208.4986805
774	208.4435577
775	208.3499704
776	208.2423233
777	208.2043444
778	207.7545106
779	207.522318
780	207.4101121
781	207.2904521
782	207.2075012
783	206.7249743
784	206.6192254
785	206.3689519
786	206.1022165
787	206.0501634
788	205.7820505
789	205.7073262
790	205.2529723
791	204.9880672
792	204.6357599
793	204.4453643
794	204.3544746
795	203.9061135
796	203.4276715
797	203.1692005
798	202.4274729
799	202.1878715
800	202.0033986
801	201.7382377
802	201.3610473
803	201.1108354
804	201.01912
805	200.6364674
806	200.536108
807	200.3604704
808	200.0088
809	199.6531284
810	199.0989087
811	198.9820537
812	198.6909996
813	198.3748194
814	198.136246
815	198.0683596
816	197.7822913
817	197.7585405
818	197.5114763
819	197.4238528
820	197.2388168
821	196.8845549
822	196.8459314
823	196.8255719
824	196.804573
825	196.6207932
826	196.4926869
827	196.4027958
828	195.9849503
829	195.262134
830	195.0870093
831	194.8944816
832	194.7007451
833	194.6249058
834	194.454467
835	194.2598564
836	194.0774961
837	193.9937123
838	193.8779001
839	193.8044134
840	193.7223507
841	193.6996723
842	193.6098857
843	193.5323795
844	193.3507079
845	193.2450067
846	193.2106009
847	193.1454072
848	193.0876656
849	192.8890143
850	192.7319398
851	192.4995113
852	192.4674224
853	192.0595146
854	191.799469
855	191.7545241
856	191.7210902
857	191.4737273
858	190.8355795
859	190.7786865
860	190.4600297
861	190.4238326
862	190.2640759
863	190.205855
864	190.0529175
865	189.9277338
866	189.9096398
867	189.8414511
868	189.7980492
869	189.7512942
870	189.4837588
871	189.2316851
872	189.0980106
873	188.9687155
874	188.9165443
875	188.6812656
876	188.5097816
877	188.4794838
878	188.3384385
879	188.2590938
880	188.0817342
881	188.0237414
882	187.8497074
883	187.6747333
884	187.5218514
885	187.2304028
886	187.0684173
887	186.9170429
888	186.8343852
889	186.5889709
890	186.4316115
891	186.4126936
892	186.1854739
893	186.1045463
894	185.9538492
895	185.7580862
896	185.7104831
897	185.6507274
898	185.3664433
899	185.132292
900	185.0846662
901	184.7539613
902	184.6267905
903	184.6091622
904	184.5486922
905	184.5189095
906	184.1408678
907	184.0827613
908	183.6401614
909	183.4932258
910	183.2819873
911	183.2359488
912	183.1541161
913	183.0501708
914	182.8221387
915	182.6147812
916	182.4555535
917	182.1793039
918	182.1300812
919	182.0560218
920	182.0042027
921	181.7949447
922	181.7587958
923	181.7312231
924	181.6948603
925	181.6229453
926	181.4749003
927	181.3008996
928	181.0849816
929	181.0478945
930	180.9429481
931	180.7735664
932	180.667721
933	180.4149642
934	180.3149133
935	180.262423
936	180.1109225
937	179.857071
938	179.7809658
939	179.7322222
940	179.6411527
941	179.5797402
942	179.5279082
943	179.3670099
944	179.124105
945	178.8675085
946	178.6247562
947	178.281735
948	178.0861536
949	178.0206845
950	177.9114464
951	177.7822478
952	177.6739596
953	177.6291779
954	177.453246
955	177.2239256
956	177.1749861
957	176.9525052
958	176.6665419
959	176.6418637
960	176.594663
961	176.5520342
962	176.4441645
963	176.3354436
964	176.1320217
965	176.1094566
966	175.9852082
967	175.7939025
968	175.7797862
969	175.5863659
970	175.5140378
971	175.4563065
972	175.4389022
973	175.3751953
974	175.3247126
975	175.2637613
976	174.8916069
977	174.8704517
978	174.8409057
979	174.6263811
980	174.5926286
981	174.4098419
982	174.3958046
983	174.2117758
984	174.1451348
985	174.0804831
986	174.0719422
987	173.8622289
988	173.8352753
989	173.736879
990	173.635169
991	173.5847923
992	173.3339455
993	173.3262145
994	173.1159451
995	172.6471293
996	172.5591433
997	172.5259386
998	172.4539322
999	172.3753234
1000	172.3396042
1001	172.2836772
1002	172.1684324
1003	171.8089542
1004	171.7910513
1005	171.2567494
1006	171.1210168
1007	171.0803486
1008	170.9592061
1009	170.705936
1010	170.6118245
1011	170.5246674
1012	170.4106617
1013	170.3088112
1014	170.1774485
1015	169.9721862
1016	169.8918971
1017	169.778113
1018	169.681549
1019	169.6481904
1020	169.6159106
1021	169.5434073
1022	169.4261763
1023	168.9193258
1024	168.6751451
1025	168.4664152
1026	168.409429
1027	168.3046706
1028	168.0444514
1029	167.5930322
1030	167.5230053
1031	167.3326572
1032	167.1934566
1033	167.1686764
1034	167.1131048
1035	167.0079502
1036	166.8810933
1037	166.7577289
1038	166.6010155
1039	166.4452066
1040	166.3744299
1041	166.2932497
1042	166.1692249
1043	166.0260838
1044	165.947512
1045	165.865297
1046	165.3789506
1047	165.267666
1048	165.1265184
1049	165.091569
1050	165.0443537
1051	164.7715272
1052	164.5453701
1053	164.4862689
1054	164.3971422
1055	164.2764145
1056	164.1125275
1057	164.0035039
1058	163.9210871
1059	163.8428542
1060	163.6810407
1061	163.5382514
1062	163.37493
1063	163.3390791
1064	163.2365142
1065	163.2219869
1066	163.1995072
1067	162.7865197
1068	162.5911251
1069	162.5182785
1070	162.4382994
1071	162.3957654
1072	162.3834144
1073	162.2642817
1074	162.1455369
1075	162.0423969
1076	162.0002019
1077	161.7217912
1078	161.6739555
1079	161.593817
1080	161.573952
1081	161.4589499
1082	161.0172315
1083	160.9510105
1084	160.3361636
1085	160.2275472
1086	160.1429863
1087	160.1375917
1088	160.0391766
1089	159.8116737
1090	159.757442
1091	159.5048445
1092	159.4887682
1093	159.2725976
1094	159.1575973
1095	159.1429402
1096	159.131422
1097	159.0880089
1098	158.9577906
1099	158.7825332
1100	158.6830331
1101	158.6058779
1102	158.4509174
1103	158.1859659
1104	157.9490707
1105	157.9251078
1106	157.7899254
1107	157.7258081
1108	157.5017302
1109	157.2653091
1110	157.2094812
1111	157.0873518
1112	157.069763
1113	157.0088923
1114	156.652065
1115	156.6413747
1116	156.6105314
1117	156.046018
1118	156.0041704
1119	155.9242626
1120	155.8367734
1121	155.812416
1122	155.7862693
1123	155.7315088
1124	155.6746255
1125	155.5652192
1126	155.4981567
1127	155.3879342
1128	155.3439264
1129	155.3117291
1130	155.192613
1131	155.1598937
1132	155.1247711
1133	155.0896575
1134	155.0033005
1135	154.9407538
1136	154.9282161
1137	154.8533594
1138	154.7637637
1139	154.6798425
1140	154.5885814
1141	154.4928738
1142	154.3513749
1143	154.1849696
1144	154.0934658
1145	153.9958644
1146	153.8870182
1147	153.8245472
1148	153.7083717
1149	153.671143
1150	153.5953405
1151	153.5074773
1152	153.2781777
1153	153.2512549
1154	153.2324121
1155	153.0177205
1156	152.8565781
1157	152.668528
1158	152.5929708
1159	152.4999879
1160	152.397893
1161	152.2283457
1162	152.1651089
1163	152.0913376
1164	151.9125868
1165	151.7138475
1166	151.5573138
1167	151.4542243
1168	151.3734769
1169	151.2230785
1170	151.02901
1171	150.9495703
1172	150.85535
1173	150.7656893
1174	150.4703495
1175	150.4044478
1176	150.3164995
1177	150.288134
1178	150.2663403
1179	150.1679636
1180	150.0559466
1181	150.0282399
1182	149.9117469
1183	149.8985466
1184	149.7617162
1185	149.5077414
1186	149.4800811
1187	149.3747064
1188	149.3479666
1189	149.337093
1190	149.3058118
1191	149.2646093
1192	149.2306614
1193	149.1723983
1194	149.0572677
1195	148.9183874
1196	148.7249217
1197	148.711951
1198	148.6092285
1199	148.5639163
1200	148.4176548
1201	148.2743943
1202	148.1629665
1203	148.1524083
1204	148.1261312
1205	148.0595496
1206	148.0199293
1207	147.9789261
1208	147.9348904
1209	147.9116262
1210	147.8154304
1211	147.7371614
1212	147.6103451
1213	147.3568118
1214	147.3177206
1215	147.2320042
1216	147.1156439
1217	147.0846303
1218	147.0704365
1219	147.055444
1220	147.0200673
1221	146.9670055
1222	146.9646168
1223	146.7547961
1224	146.675045
1225	146.6597703
1226	146.5079283
1227	146.4981915
1228	146.4909835
1229	146.4337308
1230	146.3013812
1231	146.2848722
1232	146.2413449
1233	146.1866212
1234	146.1508313
1235	146.1019905
1236	145.7700717
1237	145.6203102
1238	145.5761852
1239	145.5437663
1240	145.5135962
1241	145.0891243
1242	145.0535649
1243	144.7915198
1244	144.7314239
1245	144.609891
1246	144.5943127
1247	144.5283995
1248	144.4836286
1249	144.4228576
1250	144.3688851
1251	144.0538535
1252	144.0256261
1253	143.9507115
1254	143.9228696
1255	143.6812396
1256	143.4915011
1257	143.3905989
1258	143.3250963
1259	143.2815876
1260	143.0668861
1261	142.9333189
1262	142.8582248
1263	142.8285754
1264	142.666973
1265	142.6426875
1266	142.5016708
1267	142.4312905
1268	142.1489449
1269	142.0684754
1270	142.0230782
1271	141.9890944
1272	141.9553912
1273	141.9344074
1274	141.9073246
1275	141.857525
1276	141.83924
1277	141.7605194
1278	141.6550131
1279	141.6125247
1280	141.5631057
1281	141.3917981
1282	141.3057365
1283	141.1276039
1284	141.0815055
1285	140.9552662
1286	140.8695716
1287	140.5476624
1288	140.4851073
1289	140.393065
1290	140.3146556
1291	140.0771911
1292	139.8321184
1293	139.7440153
1294	139.6554371
1295	139.5524945
1296	139.4396367
1297	139.3024178
1298	139.1814532
1299	138.6623006
1300	138.6150272
1301	138.5247543
1302	138.3232987
1303	138.2023843
1304	137.9146954
1305	137.5035826
1306	137.420279
1307	137.3296079
1308	137.2284784
1309	137.1451753
1310	137.1206486
1311	137.0782497
1312	137.0226674
1313	137.0029669
1314	136.9857413
1315	136.8121611
1316	136.7276572
1317	136.6750485
1318	136.6322362
1319	136.5956472
1320	136.5225353
1321	136.4936233
1322	136.4642901
1323	136.4112555
1324	136.3081494
1325	136.2086077
1326	136.0889319
1327	136.018694
1328	135.9837502
1329	135.898171
1330	135.8171148
1331	135.7692842
1332	135.761975
1333	135.4105961
1334	135.3496936
1335	135.3210352
1336	135.1721855
1337	135.0408428
1338	134.8903614
1339	134.6151852
1340	134.2165265
1341	134.0051212
1342	133.9612018
1343	133.8305122
1344	133.7992295
1345	133.6891098
1346	133.6299886
1347	133.6263136
1348	133.6223243
1349	133.5615212
1350	133.475359
1351	133.4313286
1352	133.3587852
1353	133.2211189
1354	133.1860203
1355	133.163562
1356	133.1333852
1357	132.8499103
1358	132.7652693
1359	132.660978
1360	132.6040951
1361	132.4702588
1362	132.4483438
1363	132.3665577
1364	132.3353344
1365	132.3073084
1366	132.1446283
1367	132.1369254
1368	132.1209339
1369	132.107939
1370	132.0453131
1371	131.9636851
1372	131.9313019
1373	131.7890112
1374	131.516636
1375	131.5034919
1376	131.4477787
1377	131.3891636
1378	131.039056
1379	131.0069189
1380	130.9501896
1381	130.7790025
1382	130.7163969
1383	130.6657058
1384	130.6220147
1385	130.5932598
1386	130.5473675
1387	130.5130175
1388	130.4959059
1389	130.4875403
1390	130.4231602
1391	130.3989259
1392	130.2882462
1393	129.9667048
1394	129.9457614
1395	129.7132212
1396	129.5761381
1397	129.5569692
1398	129.5108772
1399	129.4673711
1400	129.0683298
1401	129.0414423
1402	128.967947
1403	128.8648498
1404	128.8130065
1405	128.7507546
1406	128.6305766
1407	128.5888915
1408	128.4520848
1409	128.4292611
1410	128.3926138
1411	128.144769
1412	128.1307145
1413	127.9884425
1414	127.8923285
1415	127.85315
1416	127.798365
1417	127.6444303
1418	127.6007683
1419	127.4212105
1420	127.3541265
1421	127.2000801
1422	127.1523826
1423	127.0519917
1424	127.0061263
1425	126.9636081
1426	126.86026
1427	126.6940974
1428	126.6847358
1429	126.6489589
1430	126.5955369
1431	126.5532904
1432	126.4686422
1433	126.4582679
1434	126.4393383
1435	126.2536856
1436	126.15783
1437	126.1071451
1438	125.8444877
1439	125.7629177
1440	125.7490374
1441	125.673584
1442	125.6661706
1443	125.5601339
1444	125.3750385
1445	125.2379145
1446	124.9214686
1447	124.8817488
1448	124.5659613
1449	124.2373617
1450	124.163901
1451	123.8920107
1452	123.8686792
1453	123.7248457
1454	123.6716958
1455	123.4723179
1456	123.4648611
1457	123.3564263
1458	123.2812175
1459	123.2790654
1460	123.0778858
1461	123.0307175
1462	122.9080555
1463	122.8182026
1464	122.7391268
1465	122.734446
1466	122.7157512
1467	122.6951337
1468	122.6815678
1469	122.604394
1470	122.5660984
1471	122.470469
1472	122.3500079
1473	122.3029314
1474	122.2663671
1475	122.1199496
1476	122.0873226
1477	121.9405738
1478	121.9291533
1479	121.890535
1480	121.8691725
1481	121.7988966
1482	121.7785763
1483	121.7577595
1484	121.7359119
1485	121.6997717
1486	121.6764298
1487	121.4872651
1488	121.4521747
1489	121.398516
1490	121.3862797
1491	121.298047
1492	121.2943815
1493	121.2145389
1494	121.1483137
1495	121.0318012
1496	120.9436717
1497	120.7452024
1498	120.6491267
1499	120.620964
1500	120.5972593
1501	120.5788736
1502	120.5695587
1503	120.4353874
1504	120.3744553
1505	120.3246684
1506	120.2208151
1507	120.1890319
1508	120.1729284
1509	120.1612944
1510	120.1095713
1511	119.772042
1512	119.7635638
1513	119.749579
1514	119.7103616
1515	119.6655025
1516	119.597859
1517	119.5153432
1518	119.4165118
1519	119.3959049
1520	119.3198548
1521	119.2773128
1522	119.257989
1523	118.9677198
1524	118.9297601
1525	118.9223481
1526	118.8856947
1527	118.8768562
1528	118.8456915
1529	118.8015213
1530	118.7355738
1531	118.6383399
1532	118.599323
1533	118.5664651
1534	118.5536096
1535	118.494238
1536	118.4295499
1537	118.1999794
1538	118.1305884
1539	118.0772005
1540	118.053915
1541	117.9012217
1542	117.8930262
1543	117.8826254
1544	117.81499
1545	117.7807578
1546	117.589444
1547	117.4536034
1548	117.2773953
1549	117.2471779
1550	116.8296228
1551	116.8227417
1552	116.7681669
1553	116.5775942
1554	116.5583402
1555	116.380662
1556	116.3684506
1557	116.3357697
1558	116.2800768
1559	116.1283935
1560	116.1118552
1561	116.0816882
1562	115.939576
1563	115.812838
1564	115.7719449
1565	115.7332844
1566	115.5164539
1567	115.4743515
1568	115.4636148
1569	115.4117504
1570	115.1265561
1571	115.0978549
1572	114.946205
1573	114.9362691
1574	114.6896908
1575	114.5215499
1576	114.5058501
1577	114.4295787
1578	114.3838437
1579	114.3118488
1580	114.2733855
1581	114.2333
1582	114.2271635
1583	114.1652112
1584	114.154907
1585	114.1299185
1586	114.0533589
1587	114.0385291
1588	113.983838
1589	113.9157565
1590	113.8765751
1591	113.8240725
1592	113.7882566
1593	113.7124462
1594	113.6615817
1595	113.5983748
1596	113.4555656
1597	113.4293911
1598	113.3998632
1599	113.3469651
1600	113.1760429
1601	113.045936
1602	113.0104
1603	113.0007596
1604	112.9375866
1605	112.828905
1606	112.8244001
1607	112.7989329
1608	112.7850966
1609	112.6962282
1610	112.617269
1611	112.5025257
1612	112.465426
1613	112.4222266
1614	112.3262578
1615	112.2729746
1616	112.1352372
1617	112.1187271
1618	112.0932808
1619	111.9003705
1620	111.6811525
1621	111.5891436
1622	111.558007
1623	111.4857104
1624	111.411624
1625	111.398024
1626	111.3864508
1627	111.3210483
1628	111.3164825
1629	111.2369154
1630	111.2301578
1631	111.162836
1632	111.1086983
1633	111.0971497
1634	111.0413409
1635	111.0243583
1636	111.0056311
1637	110.8067401
1638	110.7984964
1639	110.6776021
1640	110.5994284
1641	110.5928883
1642	110.5408782
1643	110.5334822
1644	110.4338297
1645	110.3762567
1646	110.3413772
1647	110.291975
1648	110.2797337
1649	110.2167466
1650	110.2079577
1651	110.1585949
1652	110.1111472
1653	110.0567235
1654	110.0474697
1655	109.9750065
1656	109.9370394
1657	109.9239918
1658	109.8771968
1659	109.7062923
1660	109.666516
1661	109.6549338
1662	109.6181622
1663	109.6043076
1664	109.5488534
1665	109.5201623
1666	109.4413062
1667	109.3193481
1668	109.2130241
1669	109.1707852
1670	109.1392529
1671	109.0955917
1672	109.070188
1673	109.0588777
1674	109.039812
1675	108.9415155
1676	108.9194578
1677	108.8949005
1678	108.8918942
1679	108.835691
1680	108.7838205
1681	108.7143894
1682	108.6835052
1683	108.6624755
